day,numbers,dayoff,work,outsidework,workfhome,lunch_t,dinner_t,Month,Date,bob,soup,main,bobd,soupd,maind,present
4,2805,63,273,315,0.0,928.0,570.0,10,16,22,85,306,119,3,102,2154
2,2805,68,294,0,0.0,761.0,422.0,10,17,51,208,206,66,239,70,2443
1,2805,74,299,175,0.0,857.0,532.0,10,18,22,6,48,77,234,399,2257
0,2805,207,303,40,0.0,627.0,430.0,10,19,22,188,68,66,56,161,2255
3,2805,141,236,290,0.0,1176.0,498.0,10,22,22,18,94,66,207,387,2138
4,2805,73,277,243,0.0,902.0,446.0,10,23,22,241,77,45,84,398,2212
2,2805,82,299,1,0.0,777.0,464.0,10,24,22,235,123,66,59,310,2423
1,2805,110,315,158,0.0,722.0,469.0,10,25,22,174,227,70,31,67,2222
0,2805,263,308,25,0.0,528.0,370.0,10,26,22,23,283,66,224,6,2209
3,2805,155,250,316,0.0,1156.0,596.0,10,29,22,267,225,66,268,356,2084
4,2805,89,300,206,0.0,932.0,449.0,10,30,22,171,114,66,129,14,2210
2,2805,111,306,0,0.0,930.0,0.0,10,31,22,235,242,1,0,1,2388
1,2815,89,299,172,0.0,703.0,483.0,11,01,22,161,132,34,3,158,2255
0,2815,211,299,43,0.0,539.0,434.0,11,02,22,110,384,66,167,420,2262
3,2815,104,248,391,0.0,1088.0,542.0,11,05,22,152,283,66,5,119,2072
4,2815,69,269,393,0.0,813.0,540.0,11,06,22,89,73,97,117,267,2084
2,2815,68,299,0,0.0,860.0,379.0,11,07,6,78,184,66,68,426,2448
1,2815,72,285,305,0.0,926.0,443.0,11,08,22,100,68,66,139,417,2153
0,2815,185,302,38,0.0,496.0,454.0,11,09,22,211,34,66,257,265,2290
3,2815,123,228,401,0.0,1154.0,574.0,11,12,22,157,220,66,240,334,2063
4,2815,91,280,328,0.0,783.0,468.0,11,13,22,229,95,113,114,30,2116
2,2815,89,263,0,0.0,800.0,391.0,11,14,53,249,336,66,172,167,2463
1,2815,147,282,291,0.0,747.0,540.0,11,15,22,167,296,45,220,102,2095
0,2815,251,295,59,0.0,616.0,435.0,11,16,22,170,269,66,252,199,2210
3,2815,118,230,416,0.0,1124.0,442.0,11,19,22,36,98,66,55,385,2051
4,2815,70,278,344,0.0,740.0,485.0,11,20,22,74,309,14,3,396,2123
2,2815,81,290,0,0.0,832.0,411.0,11,21,49,78,204,66,194,222,2444
1,2815,80,287,325,0.0,718.0,436.0,11,22,22,235,77,33,270,307,2123
0,2815,222,305,57,0.0,527.0,363.0,11,23,22,23,175,66,16,132,2231
3,2815,107,215,447,0.0,1077.0,476.0,11,26,22,174,68,66,129,58,2046
4,2815,60,264,418,0.0,839.0,529.0,11,27,22,110,312,96,226,120,2073
2,2815,69,298,1,0.0,862.0,0.0,11,28,13,3,288,1,0,1,2447
1,2815,86,293,354,0.0,794.0,454.0,11,29,22,65,130,66,192,194,2082
0,2815,196,314,60,0.0,543.0,362.0,11,30,22,83,371,66,183,67,2245
3,2846,80,187,798,0.0,1248.0,544.0,12,03,22,100,227,66,68,119,1781
4,2846,64,246,802,0.0,911.0,617.0,12,04,22,226,293,112,201,59,1734
2,2846,87,254,0,0.0,885.0,414.0,12,05,17,208,269,66,224,224,2505
1,2846,90,266,589,0.0,765.0,515.0,12,06,22,235,275,50,176,333,1901
0,2846,182,300,83,0.0,674.0,353.0,12,07,22,76,230,66,161,321,2281
3,2846,98,204,863,0.0,1201.0,597.0,12,10,22,167,305,66,167,199,1681
4,2846,69,250,716,0.0,883.0,569.0,12,11,22,159,123,56,213,155,1811
2,2846,75,262,0,0.0,788.0,354.0,12,12,53,2,8,66,199,305,2509
1,2846,65,253,652,0.0,765.0,475.0,12,13,22,88,114,90,11,220,1876
0,2846,160,277,113,0.0,664.0,411.0,12,14,22,61,326,66,32,300,2296
3,2846,90,201,602,0.0,1170.0,421.0,12,17,22,235,312,66,68,352,1953
4,2846,87,243,525,0.0,813.0,432.0,12,18,22,179,77,104,26,327,1991
2,2846,86,256,0,0.0,710.0,390.0,12,19,6,249,354,66,257,37,2504
1,2846,106,242,235,0.0,784.0,373.0,12,20,22,23,117,66,197,393,2263
0,2846,175,261,163,0.0,456.0,456.0,12,21,22,48,20,66,160,246,2247
3,2846,894,159,26,0.0,296.0,104.0,12,24,22,180,384,66,120,92,1767
2,2846,184,241,0,0.0,695.0,0.0,12,26,22,167,98,1,0,1,2421
1,2846,182,253,132,0.0,517.0,251.0,12,27,22,157,283,11,234,67,2279
0,2846,315,264,18,0.0,491.0,406.0,12,28,22,18,175,66,224,387,2249
3,2846,1085,132,28,0.0,332.0,135.0,12,31,22,235,97,66,76,436,1601
2,2985,108,129,0,0.0,1201.0,407.0,01,02,22,75,217,66,129,162,2748
1,2985,120,207,444,0.0,858.0,494.0,01,03,22,226,257,54,213,68,2214
0,2985,218,234,65,0.0,668.0,482.0,01,04,22,65,269,66,132,197,2468
3,2985,113,211,439,0.0,1072.0,407.0,01,07,22,161,234,66,118,167,2222
4,2985,98,223,444,0.0,839.0,417.0,01,08,22,235,326,33,226,334,2220
2,2985,85,225,0,0.0,778.0,335.0,01,09,29,78,337,66,56,321,2675
1,2985,94,243,363,0.0,767.0,475.0,01,10,22,211,355,27,2,394,2285
0,2985,177,251,1,0.0,627.0,430.0,01,11,22,36,39,66,272,95,2556
3,2985,99,186,487,0.0,1163.0,573.0,01,14,22,170,98,66,32,58,2213
4,2985,71,223,417,0.0,963.0,569.0,01,15,22,171,122,34,262,160,2274
2,2985,80,228,0,0.0,1021.0,356.0,01,16,46,78,294,66,68,132,2677
1,2985,71,247,326,0.0,837.0,515.0,01,17,22,117,227,74,119,180,2341
0,2985,196,276,1,0.0,585.0,386.0,01,18,22,236,254,66,55,426,2512
3,2985,114,199,468,0.0,1270.0,579.0,01,21,22,18,175,66,240,352,2204
4,2985,73,230,436,0.0,889.0,564.0,01,22,22,110,77,97,117,156,2246
2,2985,86,224,0,0.0,958.0,392.0,01,23,51,78,213,66,179,120,2675
1,2985,91,241,401,0.0,827.0,520.0,01,24,22,174,65,15,176,56,2252
0,2985,186,267,1,0.0,667.0,431.0,01,25,22,154,312,66,257,92,2531
3,2985,94,203,426,0.0,1140.0,511.0,01,28,22,64,48,66,123,304,2262
4,2985,61,219,385,0.0,968.0,278.0,01,29,22,133,268,9,42,284,2320
2,2985,66,226,1,0.0,679.0,0.0,01,30,49,208,203,1,0,1,2692
1,2985,96,218,325,0.0,765.0,524.0,01,31,22,229,19,66,198,329,2346
0,2806,283,180,2,0.0,804.0,171.0,02,01,22,159,114,66,241,253,2341
1,2806,392,101,447,0.0,1144.0,553.0,02,07,22,180,384,66,192,305,1866
0,2806,373,190,3,0.0,970.0,532.0,02,08,22,267,305,66,157,420,2240
3,2806,67,159,758,0.0,1459.0,772.0,02,11,22,171,225,66,68,99,1822
4,2806,51,240,648,0.0,1102.0,649.0,02,12,22,157,107,45,3,220,1867
2,2806,61,231,0,0.0,1044.0,497.0,02,13,15,78,152,66,18,118,2514
1,2806,73,239,605,0.0,963.0,578.0,02,14,22,36,166,96,213,381,1889
0,2806,159,278,1,0.0,682.0,450.0,02,15,22,117,283,66,224,398,2368
3,2806,104,195,728,0.0,1314.0,678.0,02,18,22,241,326,66,186,125,1779
4,2806,62,228,663,0.0,1052.0,653.0,02,19,22,226,45,14,3,396,1853
2,2806,65,241,0,0.0,1005.0,472.0,02,20,7,78,334,66,94,7,2500
1,2806,81,269,540,0.0,955.0,620.0,02,21,22,167,117,34,113,244,1916
0,2806,178,301,1,0.0,631.0,478.0,02,22,22,58,269,66,199,92,2326
3,2806,122,214,752,0.0,1299.0,645.0,02,25,22,18,175,66,254,161,1718
4,2806,109,239,644,0.0,924.0,566.0,02,26,22,151,169,77,234,67,1814
2,2806,100,274,0,0.0,944.0,0.0,02,27,29,208,288,1,0,1,2432
1,2806,254,271,116,0.0,772.0,464.0,02,28,22,233,91,66,154,352,2165
3,2836,213,172,708,0.0,1274.0,658.0,03,04,22,252,94,66,28,257,1743
4,2836,67,230,736,0.0,940.0,646.0,03,05,22,211,39,9,112,155,1803
2,2836,56,238,0,0.0,1061.0,443.0,03,06,51,104,343,66,161,321,2542
1,2836,45,265,589,0.0,845.0,637.0,03,07,22,124,218,42,52,158,1937
0,2836,130,300,4,0.0,663.0,542.0,03,08,22,226,371,66,171,269,2402
3,2836,81,205,690,0.0,1277.0,707.0,03,11,22,171,234,66,68,337,1860
4,2836,59,244,642,0.0,956.0,653.0,03,12,22,165,257,74,117,180,1891
2,2836,61,244,0,0.0,953.0,442.0,03,13,49,3,29,66,163,290,2531
1,2836,62,286,417,0.0,791.0,530.0,03,14,22,199,19,65,182,153,2071
0,2836,174,304,4,0.0,630.0,466.0,03,15,22,180,123,66,53,157,2354
3,2836,107,217,607,0.0,1261.0,619.0,03,18,22,235,175,66,123,92,1905
4,2836,72,248,553,0.0,990.0,627.0,03,19,22,167,115,18,31,418,1963
2,2836,77,261,0,0.0,970.0,412.0,03,20,11,78,260,66,55,37,2498
1,2836,81,260,457,0.0,1214.0,470.0,03,21,22,100,364,50,176,270,2038
0,2836,168,295,3,0.0,567.0,466.0,03,22,22,252,98,66,241,310,2370
3,2836,111,232,585,0.0,1150.0,555.0,03,25,22,36,224,66,173,222,1908
4,2836,83,252,525,0.0,919.0,541.0,03,26,22,92,305,83,84,12,1976
2,2836,92,259,0,0.0,856.0,0.0,03,27,17,3,108,1,0,1,2485
1,2836,84,282,522,0.0,810.0,597.0,03,28,22,173,139,104,213,327,1948
0,2836,239,301,1,0.0,481.0,402.0,03,29,22,170,167,66,161,67,2295
3,2822,126,197,611,0.0,1029.0,577.0,04,01,22,267,223,66,5,233,1888
4,2822,67,253,514,0.0,855.0,491.0,04,02,22,179,283,34,35,399,1988
2,2822,59,283,0,0.0,790.0,411.0,04,03,6,74,249,66,129,132,2480
1,2822,60,288,429,0.0,745.0,462.0,04,04,22,58,257,66,139,415,2045
0,2822,185,303,1,0.0,575.0,436.0,04,05,22,220,312,66,244,161,2333
3,2822,104,222,592,0.0,1105.0,607.0,04,08,22,64,295,66,25,92,1904
4,2822,69,239,578,0.0,876.0,590.0,04,09,22,157,309,97,117,156,1936
2,2822,64,245,0,0.0,789.0,350.0,04,10,13,3,288,66,224,71,2513
1,2822,52,248,434,0.0,845.0,524.0,04,11,22,235,244,40,149,359,2088
0,2822,155,288,0,0.0,553.0,435.0,04,12,22,167,80,66,123,120,2379
3,2822,113,178,609,0.0,1184.0,647.0,04,15,22,88,175,66,240,6,1922
4,2822,54,234,552,0.0,905.0,607.0,04,16,22,180,77,0,258,195,1982
2,2822,57,263,0,0.0,910.0,472.0,04,17,22,75,283,66,257,9,2502
1,2822,76,281,458,0.0,767.0,528.0,04,18,22,83,170,11,234,392,2007
0,2822,230,294,1,0.0,683.0,412.0,04,19,46,78,184,66,16,125,2297
3,2822,109,253,533,0.0,1094.0,494.0,04,22,22,74,295,66,252,96,1927
4,2822,60,272,576,0.0,886.0,567.0,04,23,22,64,235,66,163,37,1914
2,2822,59,273,0,0.0,1034.0,0.0,04,24,50,99,269,1,0,1,2490
1,2822,85,294,452,0.0,702.0,500.0,04,25,22,65,371,115,221,236,1991
0,2822,215,297,0,0.0,572.0,392.0,04,26,22,100,92,66,171,334,2310
3,2822,152,252,544,0.0,1207.0,564.0,04,29,22,29,175,66,96,224,1874
4,2822,152,298,290,0.0,714.0,430.0,04,30,22,145,283,9,226,303,2082
1,2825,247,303,384,0.0,758.0,423.0,05,02,22,252,257,53,117,208,1891
0,2825,348,276,1,0.0,654.0,420.0,05,03,22,157,166,66,284,135,2200
4,2825,135,271,606,0.0,1221.0,590.0,05,07,22,171,384,66,254,92,1813
2,2825,81,296,0,0.0,881.0,423.0,05,08,51,3,338,66,224,58,2448
1,2825,92,286,538,0.0,958.0,531.0,05,09,22,23,176,84,84,259,1909
0,2825,166,302,0,0.0,607.0,438.0,05,10,22,227,224,66,194,157,2357
3,2825,119,231,599,0.0,1111.0,507.0,05,13,22,167,305,66,129,41,1876
4,2825,76,256,601,0.0,907.0,587.0,05,14,22,224,377,33,31,35,1892
2,2825,69,284,0,0.0,888.0,368.0,05,15,31,3,329,66,173,204,2472
1,2825,72,283,482,0.0,790.0,521.0,05,16,22,179,117,27,176,415,1988
0,2825,224,291,1,0.0,408.0,362.0,05,17,22,115,354,66,55,194,2309
3,2825,100,223,602,0.0,1174.0,516.0,05,20,22,64,222,66,78,47,1900
4,2825,64,279,563,0.0,844.0,567.0,05,21,22,254,240,104,111,327,1919
2,2825,60,272,0,0.0,831.0,405.0,05,22,22,36,200,66,125,53,2493
1,2825,61,302,447,0.0,658.0,509.0,05,23,22,138,8,119,170,401,2015
0,2825,193,307,0,0.0,508.0,328.0,05,24,15,235,180,66,16,143,2325
3,2825,86,212,644,0.0,1219.0,550.0,05,27,22,121,109,66,69,257,1883
4,2825,54,229,632,0.0,931.0,590.0,05,28,22,188,257,77,3,302,1910
2,2825,50,237,0,0.0,896.0,0.0,05,29,22,110,242,1,0,1,2538
1,2825,73,258,517,0.0,836.0,527.0,05,30,22,211,34,61,117,405,1977
0,2825,179,291,0,0.0,640.0,378.0,05,31,25,78,365,66,108,92,2355
3,2758,87,225,702,0.0,1221.0,572.0,06,03,22,235,312,66,167,231,1744
4,2758,65,251,592,0.0,962.0,486.0,06,04,22,167,123,96,213,102,1850
2,2758,144,247,0,0.0,761.0,502.0,06,05,7,78,345,66,68,139,2367
0,2758,890,219,3,0.0,389.0,244.0,06,07,22,18,269,66,69,93,1646
3,2758,114,236,673,0.0,1232.0,568.0,06,10,22,88,225,66,187,222,1735
4,2758,55,267,624,0.0,804.0,555.0,06,11,22,118,283,11,246,155,1812
2,2758,60,278,0,0.0,876.0,359.0,06,12,11,78,183,66,94,14,2420
1,2758,65,288,507,0.0,679.0,520.0,06,13,22,193,77,74,3,434,1898
0,2758,193,295,4,0.0,538.0,373.0,06,14,22,184,184,66,66,199,2266
3,2758,95,240,640,0.0,1099.0,534.0,06,17,22,180,119,66,255,161,1783
4,2758,65,264,558,0.0,853.0,491.0,06,18,22,124,139,41,220,401,1871
2,2758,78,260,0,0.0,882.0,420.0,06,19,46,78,49,66,68,92,2420
1,2758,90,291,444,0.0,625.0,419.0,06,20,22,6,309,66,139,334,1933
0,2758,188,294,0,0.0,505.0,381.0,06,21,22,229,224,66,161,191,2276
3,2758,101,213,692,0.0,1105.0,540.0,06,24,22,171,225,66,153,318,1752
4,2758,67,265,573,0.0,775.0,472.0,06,25,22,227,107,87,234,47,1853
2,2758,69,282,0,0.0,946.0,0.0,06,26,49,3,29,1,0,1,2407
1,2758,85,280,478,0.0,808.0,501.0,06,27,22,144,263,50,204,259,1915
0,2758,229,288,2,0.0,535.0,373.0,06,28,53,249,336,66,179,120,2239
3,2760,115,218,512,0.0,1175.0,512.0,07,01,22,157,326,66,238,37,1915
4,2760,87,237,490,0.0,787.0,504.0,07,02,22,131,227,18,213,246,1946
2,2760,82,265,0,0.0,910.0,324.0,07,03,21,78,328,66,18,118,2413
1,2760,95,309,434,0.0,699.0,565.0,07,04,22,180,312,40,47,424,1922
0,2760,210,289,0,0.0,546.0,371.0,07,05,22,26,384,66,123,157,2261
3,2760,155,277,536,0.0,985.0,465.0,07,08,22,188,175,66,254,420,1792
4,2760,75,275,466,0.0,861.0,472.0,07,09,22,161,77,33,226,381,1944
2,2760,123,286,0,0.0,862.0,326.0,07,10,39,3,50,66,224,7,2351
1,2760,102,301,371,0.0,730.0,475.0,07,11,22,23,186,66,73,310,1986
0,2760,244,306,0,0.0,856.0,385.0,07,12,0,132,322,66,68,257,2210
3,2760,144,232,396,0.0,1127.0,453.0,07,15,22,226,98,66,174,322,1988
4,2760,100,227,426,0.0,952.0,477.0,07,16,22,120,68,77,253,155,2007
2,2760,96,259,0,0.0,814.0,274.0,07,17,31,99,260,66,69,142,2405
1,2760,113,274,310,0.0,734.0,455.0,07,18,22,58,166,66,136,314,2063
0,2760,236,291,0,0.0,538.0,367.0,07,19,22,143,19,66,41,300,2233
3,2760,223,218,438,0.0,1013.0,503.0,07,22,22,88,223,66,186,315,1881
4,2760,206,246,449,0.0,855.0,516.0,07,23,22,160,123,9,84,423,1859
2,2760,224,252,0,0.0,744.0,322.0,07,24,50,2,17,66,68,105,2284
1,2760,276,279,347,0.0,668.0,370.0,07,25,22,84,293,115,221,220,1858
0,2760,396,280,1,0.0,462.0,336.0,07,26,22,204,32,66,87,128,2083
3,2760,475,183,424,0.0,898.0,431.0,07,29,22,159,296,66,106,204,1678
4,2760,434,213,382,0.0,745.0,457.0,07,30,22,131,300,13,220,396,1731
2,2760,495,231,0,0.0,619.0,0.0,07,31,7,78,371,1,0,1,2034
1,3305,546,219,285,0.0,648.0,463.0,08,01,22,167,77,96,195,120,2255
0,3305,687,237,2,0.0,440.0,274.0,08,02,22,18,170,66,94,37,2379
3,3305,462,183,392,0.0,936.0,445.0,08,05,22,235,68,66,224,75,2268
4,3305,427,203,392,0.0,798.0,513.0,08,06,22,56,312,119,117,160,2283
2,3305,421,233,1,0.0,841.0,304.0,08,07,46,78,39,66,252,132,2650
1,3305,430,254,364,0.0,781.0,482.0,08,08,22,167,117,69,26,102,2257
0,3305,496,261,3,0.0,641.0,401.0,08,09,22,224,309,66,186,148,2545
3,3305,394,208,424,0.0,1073.0,527.0,08,12,22,64,223,66,135,305,2279
4,3305,345,254,411,0.0,813.0,519.0,08,13,22,36,269,85,220,65,2295
2,3305,430,246,2,0.0,713.0,421.0,08,14,51,192,293,66,144,322,2627
0,3305,1026,208,7,0.0,466.0,313.0,08,16,22,48,235,66,274,125,2064
3,3305,264,212,569,0.0,1249.0,530.0,08,19,22,161,296,66,255,300,2260
4,3305,205,255,534,0.0,955.0,534.0,08,20,22,144,70,77,47,416,2311
2,3305,214,265,0,0.0,923.0,423.0,08,21,31,99,288,66,135,251,2826
1,3305,178,275,468,0.0,880.0,514.0,08,22,22,49,131,34,35,399,2384
0,3305,268,295,2,0.0,599.0,393.0,08,23,22,58,166,66,10,139,2740
3,3305,162,230,596,0.0,1221.0,547.0,08,26,22,36,365,66,94,118,2317
4,3305,118,266,550,0.0,921.0,516.0,08,27,22,18,175,40,149,363,2371
2,3305,123,274,0,0.0,899.0,0.0,08,28,49,78,334,1,0,1,2908
1,3305,132,289,435,0.0,845.0,550.0,08,29,22,110,384,74,3,259,2449
0,3305,253,305,1,0.0,575.0,385.0,08,30,22,118,45,66,74,163,2746
3,3111,137,213,564,0.0,1363.0,609.0,09,02,22,73,99,66,254,404,2197
4,3111,103,254,460,0.0,944.0,573.0,09,03,22,226,224,50,176,376,2294
2,3111,102,270,0,0.0,769.0,412.0,09,04,17,208,199,66,241,120,2739
1,3111,118,292,391,0.0,778.0,557.0,09,05,22,243,139,9,29,303,2310
0,3111,214,301,0,0.0,687.0,349.0,09,06,22,64,244,66,16,256,2596
3,3111,148,217,523,0.0,1228.0,612.0,09,09,22,29,312,66,288,92,2223
4,3111,142,238,401,0.0,812.0,541.0,09,10,22,80,184,17,258,401,2330
2,3111,426,135,0,0.0,916.0,123.0,09,11,13,249,211,66,268,47,2550
3,3111,259,180,631,0.0,1283.0,687.0,09,16,22,267,383,66,241,373,2041
4,3111,75,241,606,0.0,1010.0,640.0,09,17,22,34,98,93,117,156,2189
2,3111,71,250,0,0.0,1006.0,418.0,09,18,22,144,352,66,163,262,2790
1,3111,80,290,441,0.0,701.0,480.0,09,19,22,152,309,66,150,64,2300
0,3111,182,302,2,0.0,662.0,415.0,09,20,22,180,83,66,190,300,2625
3,3111,114,214,569,0.0,1239.0,595.0,09,23,22,23,296,66,224,37,2214
4,3111,71,265,631,0.0,899.0,570.0,09,24,22,175,175,66,106,99,2144
2,3111,60,285,1,0.0,803.0,0.0,09,25,7,78,95,1,0,1,2765
1,3111,75,312,542,0.0,620.0,474.0,09,26,22,236,371,46,11,67,2182
0,3111,177,309,2,0.0,722.0,368.0,09,27,22,171,269,66,179,118,2623
3,3111,283,231,366,0.0,1030.0,516.0,09,30,22,232,312,66,125,321,2231
2,3121,244,217,310,0.0,1241.0,743.0,10,02,22,58,68,66,194,265,2350
0,3121,268,231,428,0.0,1215.0,755.0,10,04,22,252,225,66,167,412,2194
3,3121,193,215,447,0.0,1133.0,492.0,10,07,22,241,98,66,55,14,2266
4,3121,214,262,247,0.0,883.0,521.0,10,08,22,62,132,13,149,35,2398
1,3121,284,269,398,0.0,862.0,546.0,10,10,22,193,45,96,226,267,2170
0,3121,389,285,3,0.0,566.0,312.0,10,11,22,167,139,66,161,398,2444
3,3121,152,237,529,0.0,1140.0,601.0,10,14,22,124,305,66,241,352,2203
4,3121,112,260,534,0.0,867.0,550.0,10,15,22,235,68,69,221,403,2215
2,3121,116,278,1,0.0,765.0,334.0,10,16,51,2,95,66,68,70,2726
1,3121,144,301,364,0.0,708.0,479.0,10,17,22,170,367,64,79,97,2312
0,3121,332,300,2,0.0,581.0,345.0,10,18,22,198,235,66,129,431,2487
3,3121,168,227,709,0.0,1107.0,561.0,10,21,22,18,387,66,183,310,2017
4,3121,99,378,381,0.0,1090.0,446.0,10,22,22,177,312,9,226,155,2263
2,3121,89,286,2,0.0,785.0,419.0,10,23,50,200,293,66,194,254,2744
1,3121,129,313,410,0.0,705.0,409.0,10,24,22,13,122,119,84,117,2269
0,3121,316,323,1,0.0,546.0,304.0,10,25,13,249,211,66,240,161,2481
3,3121,219,267,464,0.0,915.0,436.0,10,28,22,144,296,66,235,6,2171
4,3121,112,293,477,0.0,808.0,517.0,10,29,22,64,283,74,112,102,2239
2,3121,122,294,1,0.0,771.0,0.0,10,30,21,78,334,1,0,1,2704
1,3121,130,312,430,0.0,671.0,475.0,10,31,22,89,114,97,117,156,2249
0,3104,248,327,1,0.0,586.0,317.0,11,01,22,190,125,66,78,132,2528
3,3104,155,239,538,0.0,1058.0,552.0,11,04,22,23,218,66,194,412,2172
4,3104,86,289,541,0.0,773.0,475.0,11,05,22,18,254,33,270,303,2188
2,3104,119,295,0,0.0,773.0,321.0,11,06,11,3,256,66,55,430,2690
1,3104,133,302,424,0.0,700.0,460.0,11,07,22,188,166,34,11,160,2245
0,3104,271,309,1,0.0,535.0,321.0,11,08,37,104,184,66,76,105,2523
3,3104,150,236,568,0.0,1079.0,489.0,11,11,22,58,270,66,186,437,2150
4,3104,106,272,481,0.0,769.0,456.0,11,12,22,224,309,77,176,267,2245
2,3104,136,290,0,0.0,733.0,328.0,11,13,7,78,95,66,272,146,2678
1,3104,188,286,453,0.0,677.0,466.0,11,14,22,235,371,66,150,211,2177
0,3104,365,303,1,0.0,543.0,342.0,11,15,9,37,333,66,129,260,2435
3,3104,183,230,672,0.0,1032.0,527.0,11,18,22,29,224,66,194,356,2019
4,3104,139,285,562,0.0,762.0,529.0,11,19,22,211,354,113,213,363,2118
2,3104,174,288,0,0.0,759.0,386.0,11,20,53,99,70,66,187,222,2642
1,3104,188,304,480,0.0,613.0,442.0,11,21,22,64,131,66,139,334,2132
0,3104,329,310,1,0.0,551.0,313.0,11,22,49,78,207,66,161,198,2464
3,3104,170,235,733,0.0,1097.0,609.0,11,25,22,18,175,66,118,221,1966
4,3104,129,270,634,0.0,816.0,511.0,11,26,22,26,65,27,3,394,2071
2,3104,134,288,1,0.0,732.0,0.0,11,27,13,78,24,1,0,1,2681
1,3104,167,297,558,0.0,644.0,460.0,11,28,22,167,77,96,226,328,2082
0,3104,282,326,1,0.0,572.0,256.0,11,29,43,99,158,66,154,58,2495
3,3111,169,201,748,0.0,1140.0,580.0,12,02,22,180,384,66,207,321,1993
4,3111,115,247,789,0.0,873.0,566.0,12,03,22,266,132,89,11,195,1960
2,3111,118,257,1,0.0,879.0,329.0,12,04,10,249,370,66,94,120,2735
1,3111,145,280,549,0.0,779.0,483.0,12,05,22,152,68,18,213,381,2137
0,3111,312,299,5,0.0,631.0,315.0,12,06,22,23,242,66,192,412,2495
3,3111,190,192,819,0.0,1120.0,521.0,12,09,22,74,295,66,5,96,1910
4,3111,155,248,800,0.0,742.0,519.0,12,10,22,84,293,94,37,421,1908
2,3111,168,265,0,0.0,858.0,327.0,12,11,17,208,199,66,132,204,2678
1,3111,190,257,586,0.0,731.0,411.0,12,12,22,22,139,54,84,68,2078
0,3111,266,310,2,0.0,639.0,380.0,12,13,22,227,257,66,16,189,2533
3,3111,206,211,709,0.0,1103.0,464.0,12,16,22,180,389,66,284,305,1985
4,3111,155,267,613,0.0,739.0,472.0,12,17,22,92,223,70,226,207,2076
2,3111,169,283,3,0.0,683.0,278.0,12,18,51,99,270,66,23,118,2656
1,3111,165,270,591,0.0,862.0,321.0,12,19,22,64,83,66,150,425,2085
0,3111,337,261,4,0.0,481.0,353.0,12,20,22,8,136,66,129,322,2509
3,3111,343,228,131,0.0,741.0,124.0,12,23,22,167,99,66,55,352,2409
4,3111,478,216,52,0.0,462.0,221.0,12,24,22,188,334,6,261,393,2365
1,3111,538,249,151,0.0,594.0,203.0,12,26,22,64,312,50,176,240,2173
0,3111,706,236,1,0.0,387.0,226.0,12,27,54,3,184,66,94,58,2168
3,3111,563,192,98,0.0,652.0,132.0,12,30,22,18,175,66,154,37,2258
4,3111,709,149,22,0.0,349.0,0.0,12,31,22,110,77,1,0,1,2231
1,2821,255,133,338,0.0,985.0,362.0,01,02,22,75,305,107,84,246,2095
0,2821,321,186,3,0.0,635.0,344.0,01,03,29,99,354,66,163,132,2311
3,2821,119,203,424,5.0,1133.0,389.0,01,06,22,64,99,66,194,420,2075
4,2821,95,204,448,7.0,904.0,490.0,01,07,22,100,254,96,213,237,2074
2,2821,117,222,7,5.0,740.0,321.0,01,08,7,78,95,66,154,352,2475
1,2821,124,241,426,7.0,773.0,474.0,01,09,22,211,8,80,196,306,2030
0,2821,264,262,0,3.0,573.0,320.0,01,10,48,99,128,66,244,257,2295
3,2821,141,218,526,0.0,945.0,454.0,01,13,22,23,384,66,63,256,1936
4,2821,96,236,388,0.0,820.0,272.0,01,14,22,161,366,77,176,155,2101
2,2821,97,235,4,0.0,633.0,350.0,01,15,17,179,286,66,171,123,2485
1,2821,92,244,390,0.0,761.0,457.0,01,16,22,252,164,60,265,399,2095
0,2821,242,269,0,0.0,696.0,344.0,01,17,12,242,356,66,235,189,2310
3,2821,132,199,488,0.0,1075.0,439.0,01,20,22,157,68,66,82,10,2002
4,2821,96,237,491,0.0,868.0,478.0,01,21,22,171,123,63,275,20,1997
2,2821,130,232,5,0.0,782.0,354.0,01,22,28,104,378,66,68,353,2454
1,2821,481,141,38,0.0,685.0,117.0,01,23,22,167,117,66,139,427,2161
4,2821,284,143,670,0.0,1042.0,639.0,01,28,22,267,272,74,117,68,1724
2,2821,101,214,4,0.0,1197.0,0.0,01,29,53,3,334,1,0,1,2502
1,2821,76,261,482,0.0,736.0,497.0,01,30,22,74,80,97,213,270,2002
0,2821,183,265,0,0.0,623.0,368.0,01,31,11,15,288,66,102,132,2373
3,2872,101,208,537,1.0,1081.0,495.0,02,03,22,100,227,66,173,334,2026
4,2872,72,222,471,0.0,849.0,304.0,02,04,22,226,95,33,226,413,2107
2,2872,62,215,4,0.0,660.0,276.0,02,05,17,208,269,66,56,321,2591
1,2872,90,233,426,0.0,637.0,369.0,02,06,22,173,114,106,84,357,2123
0,2872,140,247,2,0.0,539.0,326.0,02,07,22,65,45,66,254,347,2483
3,2872,65,136,617,0.0,1233.0,633.0,02,10,22,89,223,66,75,46,2054
4,2872,52,198,748,0.0,1075.0,668.0,02,11,22,42,130,91,12,362,1874
2,2872,65,210,5,0.0,1173.0,411.0,02,12,6,249,74,66,224,161,2592
1,2872,71,249,620,0.0,834.0,575.0,02,13,22,61,93,66,150,211,1932
