day,numbers,dayoff,work,outsidework,workfhome,dinner_t,Month,Date,bobd,soupd,maind,present
3,3121,168,227,709,0.0,561.0,10,21,65,182,309,2017
4,3121,99,378,381,0.0,446.0,10,22,8,225,154,2263
2,3121,89,286,2,0.0,419.0,10,23,65,193,253,2744
1,3121,129,313,410,0.0,409.0,10,24,118,83,116,2269
0,3121,316,323,1,0.0,304.0,10,25,65,239,160,2481
3,3121,219,267,464,0.0,436.0,10,28,65,234,5,2171
4,3121,112,293,477,0.0,517.0,10,29,73,111,101,2239
1,3121,130,312,430,0.0,475.0,10,31,96,116,155,2249
0,3104,248,327,1,0.0,317.0,11,01,65,77,131,2528
3,3104,155,239,538,0.0,552.0,11,04,65,193,411,2172
4,3104,86,289,541,0.0,475.0,11,05,32,269,302,2188
2,3104,119,295,0,0.0,321.0,11,06,65,54,429,2690
1,3104,133,302,424,0.0,460.0,11,07,33,10,159,2245
0,3104,271,309,1,0.0,321.0,11,08,65,75,104,2523
3,3104,150,236,568,0.0,489.0,11,11,65,185,436,2150
4,3104,106,272,481,0.0,456.0,11,12,76,175,266,2245
2,3104,136,290,0,0.0,328.0,11,13,65,271,145,2678
1,3104,188,286,453,0.0,466.0,11,14,65,149,210,2177
0,3104,365,303,1,0.0,342.0,11,15,65,128,259,2435
3,3104,183,230,672,0.0,527.0,11,18,65,193,355,2019
4,3104,139,285,562,0.0,529.0,11,19,112,212,362,2118
2,3104,174,288,0,0.0,386.0,11,20,65,186,221,2642
1,3104,188,304,480,0.0,442.0,11,21,65,138,333,2132
0,3104,329,310,1,0.0,313.0,11,22,65,160,197,2464
3,3104,170,235,733,0.0,609.0,11,25,65,117,220,1966
4,3104,129,270,634,0.0,511.0,11,26,26,2,393,2071
1,3104,167,297,558,0.0,460.0,11,28,95,225,327,2082
0,3104,282,326,1,0.0,256.0,11,29,65,153,57,2495
3,3111,169,201,748,0.0,580.0,12,02,65,206,320,1993
4,3111,115,247,789,0.0,566.0,12,03,88,10,194,1960
2,3111,118,257,1,0.0,329.0,12,04,65,93,119,2735
1,3111,145,280,549,0.0,483.0,12,05,17,212,380,2137
0,3111,312,299,5,0.0,315.0,12,06,65,191,411,2495
3,3111,190,192,819,0.0,521.0,12,09,65,4,95,1910
4,3111,155,248,800,0.0,519.0,12,10,93,36,420,1908
2,3111,168,265,0,0.0,327.0,12,11,65,131,203,2678
1,3111,190,257,586,0.0,411.0,12,12,53,83,67,2078
0,3111,266,310,2,0.0,380.0,12,13,65,15,188,2533
3,3111,206,211,709,0.0,464.0,12,16,65,283,304,1985
4,3111,155,267,613,0.0,472.0,12,17,69,225,206,2076
2,3111,169,283,3,0.0,278.0,12,18,65,22,117,2656
1,3111,165,270,591,0.0,321.0,12,19,65,149,424,2085
0,3111,337,261,4,0.0,353.0,12,20,65,128,321,2509
3,3111,343,228,131,0.0,124.0,12,23,65,54,351,2409
4,3111,478,216,52,0.0,221.0,12,24,5,260,392,2365
1,3111,538,249,151,0.0,203.0,12,26,49,175,239,2173
0,3111,706,236,1,0.0,226.0,12,27,65,93,57,2168
3,3111,563,192,98,0.0,132.0,12,30,65,153,36,2258
1,2821,255,133,338,0.0,362.0,01,02,106,83,245,2095
0,2821,321,186,3,0.0,344.0,01,03,65,162,131,2311
3,2821,119,203,424,5.0,389.0,01,06,65,193,419,2075
4,2821,95,204,448,7.0,490.0,01,07,95,212,236,2074
2,2821,117,222,7,5.0,321.0,01,08,65,153,351,2475
1,2821,124,241,426,7.0,474.0,01,09,79,195,305,2030
0,2821,264,262,0,3.0,320.0,01,10,65,243,256,2295
3,2821,141,218,526,0.0,454.0,01,13,65,62,255,1936
4,2821,96,236,388,0.0,272.0,01,14,76,175,154,2101
2,2821,97,235,4,0.0,350.0,01,15,65,170,122,2485
1,2821,92,244,390,0.0,457.0,01,16,59,264,398,2095
0,2821,242,269,0,0.0,344.0,01,17,65,234,188,2310
3,2821,132,199,488,0.0,439.0,01,20,65,81,9,2002
4,2821,96,237,491,0.0,478.0,01,21,62,274,19,1997
2,2821,130,232,5,0.0,354.0,01,22,65,67,352,2454
1,2821,481,141,38,0.0,117.0,01,23,65,138,426,2161
4,2821,284,143,670,0.0,639.0,01,28,73,116,67,1724
1,2821,76,261,482,0.0,497.0,01,30,96,212,269,2002
0,2821,183,265,0,0.0,368.0,01,31,65,101,131,2373
3,2872,101,208,537,1.0,495.0,02,03,65,172,333,2026
4,2872,72,222,471,0.0,304.0,02,04,32,225,412,2107
2,2872,62,215,4,0.0,276.0,02,05,65,55,320,2591
1,2872,90,233,426,0.0,369.0,02,06,105,83,356,2123
0,2872,140,247,2,0.0,326.0,02,07,65,253,346,2483
3,2872,65,136,617,0.0,633.0,02,10,65,74,45,2054
4,2872,52,198,748,0.0,668.0,02,11,90,11,361,1874
2,2872,65,210,5,0.0,411.0,02,12,65,223,160,2592
1,2872,71,249,620,0.0,575.0,02,13,65,149,210,1932
0,2872,160,273,0,0.0,436.0,02,14,65,31,272,2439
3,2872,74,196,722,0.0,649.0,02,17,65,59,299,1880
4,2872,47,239,666,0.0,630.0,02,18,112,212,26,1920
2,2872,62,224,1,0.0,434.0,02,19,65,166,419,2585
1,2872,78,254,549,0.0,542.0,02,20,114,83,235,1991
0,2872,181,277,0,0.0,380.0,02,21,65,54,36,2414
3,2872,144,156,846,0.0,767.0,02,24,65,153,5,1726
4,2872,117,158,806,0.0,776.0,02,25,68,25,258,1791
1,2872,121,217,667,5.0,673.0,02,27,88,10,219,1867
0,2872,210,234,0,7.0,414.0,02,28,65,253,140,2428
3,2950,108,133,786,14.0,771.0,03,02,65,176,221,1923
4,2950,76,185,753,12.0,598.0,03,03,12,219,157,1936
2,2950,74,205,1,19.0,462.0,03,04,65,267,191,2670
1,2950,84,232,612,15.0,630.0,03,05,76,249,283,2022
0,2950,166,251,0,12.0,379.0,03,06,65,43,178,2533
3,2950,91,129,784,16.0,640.0,03,09,65,251,139,1946
4,2950,67,168,678,20.0,575.0,03,10,78,11,172,2037
2,2950,74,197,0,23.0,487.0,03,11,65,128,146,2679
1,2950,78,243,555,17.0,614.0,03,12,38,109,170,2074
0,2950,165,259,0,20.0,343.0,03,13,65,243,100,2526
3,2950,69,138,789,21.0,630.0,03,16,65,193,184,1954
4,2950,61,171,679,20.0,520.0,03,17,63,268,199,2039
2,2950,47,210,0,25.0,383.0,03,18,65,62,382,2693
1,2950,70,235,560,19.0,541.0,03,19,63,196,406,2085
0,2950,176,263,3,135.0,358.0,03,20,65,8,372,2508
3,2950,109,178,687,285.0,651.0,03,23,65,54,231,1976
4,2950,131,137,639,303.0,754.0,03,24,73,2,121,2043
2,2950,122,146,1,303.0,526.0,03,25,97,227,246,2681
1,2950,133,133,584,288.0,645.0,03,26,32,212,414,2100
0,2950,254,156,0,260.0,377.0,03,27,65,170,309,2540
3,2950,230,53,627,488.0,625.0,03,30,65,105,105,2040
4,2950,193,43,528,533.0,601.0,03,31,103,102,324,2186
2,2962,228,56,0,420.0,561.0,04,01,65,160,401,2678
1,2962,236,89,490,395.0,645.0,04,02,29,257,217,2147
0,2962,350,149,1,340.0,318.0,04,03,65,240,251,2462
3,2962,206,152,713,477.0,655.0,04,06,65,122,379,1891
4,2962,164,156,698,490.0,634.0,04,07,93,182,31,1944
2,2962,159,172,1,479.0,445.0,04,08,65,129,75,2630
1,2962,154,186,544,488.0,458.0,04,09,61,0,222,2078
0,2962,316,209,0,417.0,302.0,04,10,65,67,166,2437
3,2962,165,146,619,447.0,564.0,04,13,65,166,126,2032
4,2962,200,176,274,485.0,453.0,04,14,79,123,48,2312
1,2962,265,182,498,447.0,500.0,04,16,47,116,99,2017
0,2962,325,221,3,389.0,305.0,04,17,65,139,87,2413
3,2962,145,143,624,471.0,594.0,04,20,65,62,42,2050
4,2962,126,171,700,450.0,542.0,04,21,65,70,315,1965
2,2962,132,204,2,443.0,439.0,04,22,65,16,316,2624
1,2962,107,251,518,437.0,461.0,04,23,65,231,411,2086
0,2962,232,267,1,387.0,309.0,04,24,65,42,283,2462
3,2962,125,192,706,418.0,570.0,04,27,65,5,77,1939
4,2962,118,223,493,410.0,482.0,04,28,63,286,165,2128
2,2962,221,250,0,396.0,192.0,04,29,65,279,158,2491
3,2962,1113,117,91,189.0,123.0,05,04,65,50,12,1641
2,2962,104,177,2,291.0,495.0,05,06,28,19,376,2679
1,2962,76,236,577,285.0,462.0,05,07,65,215,348,2073
0,2962,153,265,0,246.0,371.0,05,08,12,216,241,2544
3,2962,94,195,659,245.0,599.0,05,11,46,0,102,2014
4,2962,67,230,690,250.0,486.0,05,12,65,229,0,1975
2,2962,68,242,0,236.0,403.0,05,13,65,188,186,2652
1,2962,71,281,488,212.0,424.0,05,14,65,145,367,2122
0,2962,161,296,0,201.0,265.0,05,15,65,11,167,2505
3,2962,96,223,701,246.0,573.0,05,18,65,178,66,1942
4,2962,78,235,617,237.0,440.0,05,19,1,103,32,2032
2,2962,71,243,0,258.0,336.0,05,20,65,93,36,2648
1,2962,63,269,474,218.0,445.0,05,21,68,30,155,2156
0,2962,226,277,0,206.0,291.0,05,22,65,67,30,2459
3,2962,98,206,732,229.0,488.0,05,25,65,150,419,1926
4,2962,70,220,649,200.0,502.0,05,26,10,116,159,2023
2,2962,65,234,2,235.0,339.0,05,27,65,61,140,2661
1,2962,66,270,431,212.0,361.0,05,28,65,66,49,2195
0,2962,236,284,1,202.0,235.0,05,29,65,270,88,2441
3,2956,109,185,612,215.0,463.0,06,01,65,243,254,2050
4,2956,64,231,605,213.0,434.0,06,02,76,148,51,2056
2,2956,63,251,0,191.0,374.0,06,03,65,55,160,2642
1,2956,71,284,403,208.0,353.0,06,04,65,4,197,2198
0,2956,233,291,0,176.0,251.0,06,05,65,198,164,2432
3,2956,121,236,566,201.0,477.0,06,08,65,24,18,2033
4,2956,68,253,519,177.0,449.0,06,09,51,253,187,2116
2,2956,75,248,4,201.0,320.0,06,10,65,17,117,2629
1,2956,82,280,399,172.0,439.0,06,11,68,245,387,2195
0,2956,204,303,2,175.0,266.0,06,12,65,128,153,2447
2,2997,71,252,9,153.0,343.0,07,01,65,62,66,2665
1,2997,82,268,446,152.0,441.0,07,02,8,111,54,2201
0,2997,261,288,1,157.0,269.0,07,03,65,28,380,2447
3,2997,126,220,626,172.0,454.0,07,06,65,168,137,2025
4,2997,77,242,575,152.0,472.0,07,07,73,219,65,2103
2,2997,77,251,7,158.0,369.0,07,08,65,57,200,2662
1,2997,99,290,449,159.0,401.0,07,09,122,225,364,2159
0,2997,233,290,0,135.0,246.0,07,10,65,67,297,2474
3,2997,118,225,632,148.0,489.0,07,13,65,138,295,2022
4,2997,80,224,561,143.0,342.0,07,14,65,32,103,2132
2,2997,80,248,4,183.0,343.0,07,15,65,221,117,2665
1,2997,102,274,411,166.0,379.0,07,16,65,91,315,2210
0,2997,249,291,2,148.0,237.0,07,17,65,75,184,2455
3,2997,157,220,518,140.0,481.0,07,20,100,14,418,2102
4,2997,138,222,519,129.0,467.0,07,21,123,128,244,2118
2,2997,165,250,9,149.0,414.0,07,22,76,213,312,2573
1,2997,156,274,377,134.0,380.0,07,23,123,44,169,2190
0,2997,344,281,0,115.0,237.0,07,24,123,82,14,2372
3,2997,271,182,728,120.0,552.0,07,27,123,243,248,1816
4,2997,252,213,565,150.0,396.0,07,28,75,246,218,1967
2,2997,256,233,11,150.0,280.0,07,29,123,242,322,2497
1,2997,346,242,395,130.0,426.0,07,30,110,258,300,2014
0,2997,496,261,0,125.0,231.0,07,31,123,236,73,2240
3,2989,494,155,446,115.0,440.0,08,03,123,40,368,1894
4,2989,464,172,463,115.0,446.0,08,04,123,11,35,1890
2,2989,490,182,7,115.0,337.0,08,05,72,116,247,2310
1,2989,482,218,364,109.0,373.0,08,06,123,5,150,1925
0,2989,605,239,1,142.0,261.0,08,07,116,37,168,2144
3,2989,476,191,548,95.0,520.0,08,10,106,213,215,1774
4,2989,456,188,465,102.0,342.0,08,11,123,178,183,1880
2,2989,449,213,12,111.0,337.0,08,12,123,69,123,2315
1,2989,504,245,353,112.0,270.0,08,13,123,153,229,1887
0,2989,644,256,1,116.0,212.0,08,14,2,163,44,2088
4,2989,469,195,534,105.0,501.0,08,18,57,116,290,1791
2,2989,420,227,10,126.0,375.0,08,19,101,218,216,2332
1,2989,390,232,477,125.0,433.0,08,20,123,199,374,1890
0,2989,497,249,0,149.0,240.0,08,21,123,26,16,2243
3,2989,302,185,683,249.0,608.0,08,24,50,264,351,1819
4,2989,219,190,757,285.0,632.0,08,25,123,3,308,1823
2,2989,215,197,2,363.0,495.0,08,26,123,45,115,2575
1,2989,205,211,575,316.0,522.0,08,27,123,226,315,1998
0,2989,320,230,0,297.0,354.0,08,28,123,251,298,2439
3,2989,183,163,648,464.0,649.0,08,31,123,24,345,1995
4,3132,73,111,630,527.0,497.0,09,01,123,223,3,2318
2,3132,78,155,0,522.0,390.0,09,02,123,117,98,2899
1,3132,119,195,531,511.0,445.0,09,03,123,222,234,2287
0,3132,208,221,3,462.0,341.0,09,04,123,128,75,2700
3,3132,122,163,774,439.0,603.0,09,07,123,187,299,2073
4,3132,91,173,730,441.0,478.0,09,08,123,193,330,2138
2,3132,102,180,3,424.0,374.0,09,09,123,63,60,2847
1,3132,106,220,600,430.0,514.0,09,10,103,214,319,2206
0,3132,211,259,2,376.0,287.0,09,11,123,153,223,2660
3,3132,102,188,725,368.0,547.0,09,14,123,117,325,2117
4,3132,79,209,676,422.0,421.0,09,15,123,186,89,2168
2,3132,72,229,0,361.0,362.0,09,16,123,92,249,2831
1,3132,84,245,588,368.0,504.0,09,17,123,168,273,2215
0,3132,241,281,1,310.0,256.0,09,18,123,256,17,2609
3,3132,105,210,742,354.0,616.0,09,21,123,153,292,2075
4,3132,99,224,600,342.0,384.0,09,22,123,67,330,2209
2,3132,88,234,1,345.0,412.0,09,23,98,21,1,2809
1,3132,102,262,505,314.0,392.0,09,24,123,282,25,2263
0,3132,237,287,1,265.0,230.0,09,25,123,17,38,2607
3,3132,985,188,81,142.0,165.0,09,28,123,209,98,1878
3,3008,91,131,825,292.0,595.0,10,05,123,67,34,1961
4,3008,64,183,804,279.0,545.0,10,06,123,253,125,1957
2,3008,54,232,6,292.0,547.0,10,07,123,98,50,2716
1,3008,88,225,734,249.0,345.0,10,08,123,158,293,1961
3,3008,105,215,555,221.0,466.0,10,12,123,221,112,2133
4,3008,72,248,534,188.0,420.0,10,13,123,122,90,2154
2,3008,68,267,3,171.0,382.0,10,14,123,183,149,2670
1,3008,97,269,898,175.0,400.0,10,15,36,60,311,1744
0,3008,180,270,4,180.0,436.0,10,16,123,234,422,2554
3,3008,143,211,588,135.0,457.0,10,19,123,54,224,2066
4,3008,84,241,518,144.0,372.0,10,20,74,20,63,2165
2,3008,107,239,6,160.0,336.0,10,21,123,15,259,2656
1,3008,116,271,791,162.0,423.0,10,22,123,128,247,1830
0,3008,223,283,2,135.0,389.0,10,23,123,178,43,2500
3,3008,156,228,570,144.0,444.0,10,26,123,166,347,2054
4,3008,105,265,496,136.0,392.0,10,27,67,213,290,2142
2,3008,105,287,3,138.0,293.0,10,28,123,141,291,2613
1,3008,131,298,418,137.0,388.0,10,29,11,225,263,2161
0,3008,340,298,1,107.0,259.0,10,30,123,250,285,2369
3,3021,162,213,616,132.0,498.0,11,02,123,193,353,2030
4,3021,100,270,530,107.0,356.0,11,03,77,201,111,2121
2,3021,112,283,1,123.0,334.0,11,04,123,253,288,2625
1,3021,114,306,464,116.0,422.0,11,05,123,14,341,2137
0,3021,266,305,1,119.0,276.0,11,06,71,29,202,2449
3,3021,144,241,691,131.0,430.0,11,09,123,54,225,1945
4,3021,104,289,526,124.0,335.0,11,10,99,219,342,2102
2,3021,105,303,1,115.0,316.0,11,11,123,33,8,2612
1,3021,125,308,464,105.0,319.0,11,12,123,40,331,2124
0,3021,317,292,0,116.0,226.0,11,13,123,11,390,2412
3,3021,164,217,733,128.0,478.0,11,16,123,207,68,1907
4,3021,112,274,691,119.0,406.0,11,17,123,126,182,1944
2,3021,93,282,0,123.0,305.0,11,18,123,97,317,2646
1,3021,144,277,541,110.0,486.0,11,19,18,76,363,2059
0,3021,343,292,0,147.0,220.0,11,20,123,128,244,2386
3,3021,198,208,899,261.0,730.0,11,23,123,159,201,1716
4,3021,202,181,878,357.0,704.0,11,24,123,244,181,1760
2,3021,206,191,3,387.0,0.0,11,25,124,13,80,2621
1,3021,230,219,641,391.0,606.0,11,26,123,213,370,1931
0,3021,406,235,2,301.0,303.0,11,27,102,284,114,2378
3,3021,253,148,798,345.0,712.0,11,30,123,65,21,1822
4,2990,204,161,878,408.0,685.0,12,01,30,281,247,1747
2,2990,223,157,5,398.0,523.0,12,02,123,11,185,2605
1,2990,242,219,667,361.0,466.0,12,03,123,88,337,1862
0,2990,427,233,3,292.0,197.0,12,04,123,186,79,2327
3,2990,211,185,941,339.0,742.0,12,07,123,204,373,1653
4,2990,172,182,852,377.0,679.0,12,08,12,115,275,1784
2,2990,199,191,2,419.0,384.0,12,09,123,128,421,2598
1,2990,212,229,683,337.0,518.0,12,10,37,219,151,1866
0,2990,398,228,0,292.0,334.0,12,11,123,250,278,2364
3,2990,221,142,892,336.0,666.0,12,14,123,38,265,1735
4,2990,203,179,814,400.0,633.0,12,15,3,155,342,1794
2,2990,195,187,1,359.0,450.0,12,16,123,158,318,2607
1,2990,226,184,653,334.0,438.0,12,17,123,165,345,1927
0,2990,403,196,1,307.0,274.0,12,18,123,85,360,2390
3,2990,248,153,526,339.0,327.0,12,21,115,12,107,2063
4,2990,270,171,362,330.0,319.0,12,22,123,177,109,2187
2,2990,402,193,5,324.0,354.0,12,23,76,72,407,2390
1,2990,777,160,24,273.0,131.0,12,24,123,266,83,2029
3,2983,92,91,490,340.0,598.0,01,04,123,130,257,2310
4,2983,99,156,500,390.0,484.0,01,05,35,247,28,2228
2,2983,85,156,11,433.0,377.0,01,06,123,14,419,2731
1,2983,98,182,413,421.0,342.0,01,07,123,15,205,2290
0,2983,255,218,0,373.0,250.0,01,08,123,6,125,2510
3,2983,105,158,517,369.0,451.0,01,11,123,205,261,2203
4,2983,83,168,433,404.0,317.0,01,12,123,84,282,2299
2,2983,80,175,8,393.0,360.0,01,13,66,0,279,2720
1,2983,90,205,428,370.0,439.0,01,14,123,282,316,2260
0,2983,229,222,0,339.0,277.0,01,15,123,164,98,2532
3,2983,67,163,509,357.0,460.0,01,18,123,122,78,2244
4,2983,62,176,508,372.0,414.0,01,19,123,133,163,2237
2,2983,75,198,4,391.0,421.0,01,20,12,114,212,2706
1,2983,92,231,462,351.0,353.0,01,21,123,158,227,2198
0,2983,255,248,1,303.0,217.0,01,22,123,162,276,2479
3,2983,107,153,616,327.0,502.0,01,25,123,193,344,2107
4,2983,69,183,551,362.0,480.0,01,26,81,161,296,2180
